code_bar,name,pvp
4005900598684,EUCERIN HYAL FIL BOOS SERUMX8,10620.17
4005800014475,EUCERIN HYAL FILER DIA PMX 50,16389.45
4005800021930,EUCERIN HYAL FILER DIA PSX 50,16389.45
4005900667014,EUCERIN HYAL FILER MASC AC/HI,3778.83
4005800057670,EUCERIN HYAL FILER OJOS X 15,16086.95
7501054550211,EUCERIN HYAL FIL PORE SERX 30,17345.35
7702003006913,EUCERIN HYAL MIST SPRAY X150,5246.56
4005900000774,EUCERIN LOCION PH5 X400,9496.08
4005900000767,EUCERIN PH 5 ACEITE DUCHAX200,5101.36
4005800086380,EUCERIN PH 5 SYND BARR X100GR,3922.82
4005900559517,EUCERIN PIGMENT STOP NIGH50ML,17219.51
4005900903273,EUCERIN PIGMENT ULT/LI SERUM,17298.16
4005808551477,EUCERIN Q10 ACTIVE NOCHE X 50,13329.36
4005800036842,EUCERIN SH GEL ANTICASPA X250,5435.32
4005800120282,EUCERIN SOL 30 T/SECO GELX 50,7345.31
4005900265227,EUCERIN SOL 50 A/EDAD FLUX 50,8772.5
4005800266409,EUCERIN SOL 50 CORP TOQ SE200,7054.3
4005800065538,EUCERIN SOL 50 CR FACIAL X 50,7758.52
4005900839633,EUCERIN SOL 50 GEL TS MEDX 50,7731.9
4005800066627,EUCERIN SOL 50 KIDS SPR X200,9560.21
4005800065019,EUCERIN SOL 50 MATIFICAN X 50,7082.13
4005900169563,EUCERIN SOL 50 T/SECO SPRX200,9752.6
4005800164361,EUCERIN UREA 10% LOC REP X400,14876.95
4005900490452,EUCERIN VOL FILLER DIA PNX 50,16389.45
4005900490483,EUCERIN VOL FILLER NOCHE X 50,17219.51
7792981003516,ENA BCAA 2:1:1 X 90 CAPS,3250
7792981005046,ENA ENTRENAM POST RELOAD X220,4800
7792981063015,ENA WHEY PROTEIN CHOCO X 453G,6000
7792981063022,ENA WHEY PROTEIN COOKI X 453G,6000
7792981063008,ENA WHEY PROTEIN VAINI X 453G,6000
7796285289331,EVAGINA GEL POMO X 50 ML,1768.72
7796285290023,INFILTREX PVO P/RECONST.X300G,6033.36
7790808033883,ASPEN MANTA TERM CERV INTELLI,22540.85
8007403115807,BELLISSIMA.RG CEP TERMICO ALI,28199
7798127370900,CHER EDP DIECIOCHO X 50,8390
7798127370887,CHER EDP DIECISIETE X100,10290
7798336941236,CHER EDP VEINTE X100,10290
7791600572143,BROSS LONDON BLUE EDT X100,5200
7791600572037,BROSS LONDON CLASSIC EDT X100,5200
7791600065256,CARO CUORE EDT VAP X 60,5575
7791600266035,CIEL D'OR EDT VAP X 50,4030
7791600030230,CIEL EDP VAP X 80,3670
7791600028015,COLBERT.ACQUA EDT C/VAP X100,3820
7791600187040,COLBERT.CODE EDT VAP X100,5490
7791600841843,GINO BOGANI TOUT NOIR EDPX 60,6685
7791600037567,KEVIN EDC X170,2050
7791600134136,KEVIN ICE EDT C/VAP X100,4360
7791600400125,LAS PEPAS MITO EDP X100,8530
7791600400675,LAS PEPAS NINFA EDP X100,8530
7791600041922,PAULA AMOR EDT VAP X100,7670
7791600045340,PAULA EDT VAP X 60,6075
7791600039011,PRUNE ICON EDP VAP X 70,7490
7791600049027,PRUNE I EDP VAP X 50,5070
7791600049133,PRUNE II EDP VAP X 50,5070
7791600049249,PRUNE III EDP VAP X 50,5070
7791600049690,PRUNE IV EDP VAP X 50,5070
75486031565,HAWAIIAN TROP ACEI F15 BRX240,3773.09
75486033187,HAWAIIAN TROP LOC F10 ZANX240,3303.27
75486020286,HAWAIIAN TROP LOC F 4 BR X240,3063.32
75486088620,HAWAIIAN TROP SHEER T F50X120,2663.35
7791519000102,PRIME PRE BLAN ESPER X12,3875
7791519000096,PRIME PRE ROJO TEXT X12,3525
7792360072454,NUGATON LECHE PACK X 24 UN,300
7792175010276,PERPIEL FACIAL ANTIAGE EMX80,7070.25
4005900581341,NIVEA BODY NUT P/EXT SECAX625,1720
7891962054483,BAUDUCCO COOKIES ORIGX 100G,150
7790375268183,BAGO+ACTIVAMENTE COMP X 30,3735.11
7790375269302,BAGOVIT A BRONC PROG SPY X150,4443.25
7790375269708,BAGOVIT A CAP SH REP INX350,1397.84
7790375260941,BAGOVIT A CLASS CR X 100 G,2946.5
7790375004378,BAGOVIT A CUID COT.SEDA X200G,3197.2
7790375269319,BAGOVIT A EMUL ABSORC. X170ML,3267.24
7790375268954,BAGOVIT A EMUL EF LUMI X200ML,4034.11
7790375267803,BAGOVIT A EMUL REAFIRMA X350G,4078.18
7790375269289,BAGOVIT A EMULS SPR CONTX170,3320.74
7790375267285,BAGOVIT A EMULS X 350 G DOSF,4083.16
7790375245061,BAGOVIT A LIGHT CR X 100 G,2952.08
7790375268206,BAGOVIT FAC PRO BIO CC X50,5446.46
7790375268220,BAGOVIT FAC PRO BIO DIA X55,5445.34
7790375268459,BAGOVIT FAC PRO BIO MICELX200,2394.6
7790375269357,BAGOVIT FAC PRO BIO X50 ML,6107.67
7790375268695,BAGOVIT FAC PRO LFT DIA PSX55,7334
7790375268688,BAGOVIT FAC PRO LIFT NOCHEX55,7421.1
7790375268350,BAGOVIT FAC PRO LIFT SERUMX30,7470.67
7790375268398,BAGOVIT SOLAR AC BR F30SPX200,4556.12
7790375269449,BAGOVIT SOLAR F50 SPR TRAX200,4724.96
7793742004353,AVENO ACOND CAP X 250 ML,4096.44
7793742004377,AVENO EMULS X 250 ML,5814.72
7793742004346,AVENO GEL LIMP X 250 GR,4909.68
7793742005442,AVENO INF ACOND X 250 ML,4625.64
7793742007330,DERMAGLOS C HID INMED CR X175,3933.36
7793742007668,DERMAGLOS C HID INMED SPRX175,4046.76
7793742007767,DERMAGLOS C HID PROF CR X100,3161.16
7793742007927,DERMAGLOS C M Y U CR X120,3439.8
7793742007415,DERMAGLOS F AGUA MICELAR X200,2785.32
7793742007965,DERMAGLOS F BB CREAM MEDIX50G,5212.08
7793742005022,DERMAGLOS F DEMAQ OJ LOC X100,2955.96
7793742007903,DERMAGLOS F HID F12 PN EMX 75,5461.56
7793742007637,DERMAGLOS F HID PS CR X 70,5462.64
7793742005039,DERMAGLOS F LECHE LIMP X200,3093.12
7793742007620,DERMAGLOS F MAT PMG F30 CX 50,5462.64
7793742007576,DERMAGLOS F NUT PN CR X 70,5759.64
7793742005046,DERMAGLOS F TONICO HID X200,3095.28
7793742007422,DERMAGLOS F ULT CC CR MEDX 50,7225.2
7793742007507,DERMAGLOS F ULT CONT +30 X 15,6444.36
7793742007521,DERMAGLOS F ULT CONT +50 X 15,6444.36
7793742003493,DERMAGLOS SOLAR F20 EMUL X250,4408.56
7793742002670,DERMAGLOS SOLAR F30 BARRAX 14,3029.4
7793742003813,DERMAGLOS SOLAR F30 EF.SEX180,4244.4
7793742002687,DERMAGLOS SOLAR F30 LABIAX3.4,2106
7793742003448,DERMAGLOS SOLAR F30SP INVX180,5136.48
7793742004575,DERMAGLOS SOLAR F40 EMUL X120,2445.12
7793742003554,DERMAGLOS SOLAR F40 SPRAYX170,5582.52
7793742004513,DERMAGLOS SOLAR F50 EMUL X 50,1329.48
7793742004650,DERMAGLOS SOLAR F65 BEBE X120,3802.68
7793742003660,DERMAGLOS SOLAR F65 EMUL X 50,1853.28
7793742003974,DERMAGLOS SOLAR POST EMULX300,4581.36
7793742003233,DERMAGLOS SOLAR POST GEL X150,3366.36
73796803216,OMRON NEBULIZADOR COMP NEC803,27269
73796803216,OMRON NEBULIZADOR COMP NEC803,27269
6922244700727,ENSURE CHOCO PVO X 400G,5781.35
8710428010544,ENSURE CLINICAL VAIN FRX220ML,1763.58
70074117195,NEPRO AP ENV X 237 ML,1850.44
8886451005663,PEDIASURE VAINILLA LATA X400G,4626.25
7795371000423,FALIC EXCITACION GEL INT X22G,1210
7798028883486,SILFAB BY5205 SECADOR HEAT EX,11620
7798028883981,SILFAB MASC ARC FAC E100C1,4360
7798028883998,SILFAB MASC ARC OJOS E040C2,2360
7798028884506,SILFAB NEBU MESH VPM7 M/LIBR,34570
7798028880072,SILFAB ORINAL FEMENINO,810
7798028880065,SILFAB ORINAL MASCULINO,790
7798028883486,SILFAB BY5205 SECADOR HEAT EX,13360
7798028883981,SILFAB MASC ARC FAC E100C1,5020
7798028883998,SILFAB MASC ARC OJOS E040C2,2710
7798028884506,SILFAB NEBU MESH VPM7 M/LIBR,39760
7798028880072,SILFAB ORINAL FEMENINO,930
7798028880065,SILFAB ORINAL MASCULINO,910
8411061819685,KING OF SEDUCT EDTV X200,17280
8411061860564,THE SECRET TEMPT EDT X 50,8490
8411061906651,212 EDT VAP X 30,34100
8411061894026,212 EDT VAP X 60,44265
8411061896259,212 MEN EDT VAP X 50,38085
8411061865460,212 SEXY EDP VAP X 60,44265
8411061869406,212 VIP BLACK EDP NS X 50,38990
8411061869253,212 VIP MEN EDT NS X 50,38075
8411061838778,212 VIP ROSE EDP VAP X125,66150
8411061982068,CH BAD BOY EDT X 150,71845
8411061926093,CH BAD BOY EDT X 50,41375
8411061991886,CH BAD BOY LE PARFUM EDP X100,54505
8411061907610,CH GOOD GIRL LEGERE EDP X 30,33100
8411061995754,CH GOOD GIRL VERY EDP X 80,63480
8411061958483,CH GOOD GIRL X150,67850
8411061665039,CH MEN EDT VAP X 50,31800
3137370321521,NINA LUNA EDTV X 50ML,37255
3349666007891,ONE MILLION EDT VAP X 50,41535
3349668021345,PACO RABANNE HOM EDTV X100,38550
3349668524969,PACO RABANNE INVICTUS X150,52000
3349668589678,PACO RABANNE INVICTUS X200,52958.93
3349666010532,ULTRAVIOLET EDP VAP X 80,91840
3349666010518,ULTRAVIOLET MAN EDTV NV X100,76400
3349668555062,XS BLACK EXCES EDP VAP X 80,47710
3349668576128,XS BLACK F/MEN EDT VAP NCX 50,34935
3349668545698,XS PURE EDP VAP FEM X 30,30575
3349668545636,XS PURE EDP VAP FEM X 80,47710
3349668576166,XS PURE EDT VAP X 50,34935
3337875698696,ANTHELIOS 50 DERMOPED SPRX200,12260
3337875761123,ANTHELIOS 50+ TUBE NVO X250,11600
3337875586269,CICAPLAST GEL B5,11665
3337875757515,TOLERIANE DERMALLER EYE X20ML,11475
7795323774723,NUTRILON PROFU 4 BRIK24X200ML,10028.5
7795323002925,VITAL AR LATA (NF) X 400GR,13570
7798176000766,SANCOR BEBE 2 ADV.LATA X 800G,6919.6
3348900838185,DIOR HOMME INTENSE EDPV X100,59200
3348900012219,FAHRENHEIT EDT VAP X100,50295
3348900147324,FAHRENHEIT EDT VAP X200,72700
3348900012189,FAHRENHEIT EDT VAP X 50,39145
3348901362856,{MISS DIOR EDP NV VAP X 50,65280
3348901368254,SAUVAGE EDP X 60,46800
3348901250153,SAUVAGE EDT X 60,39700
38000184949,PRINGLES CREMA Y CEBOLL X124G,2310
8429420175310,GLICOISDIN 15% GEL X 50 ML,16750
8429420165472,ISDINCEUTICS INST FLAS AMP X5,9900
8429420157613,ISDINCEUTICS PIGM EXPERT 30AM,32300
8429420157651,ISDINCEUTICS PIGM+NIGHT 10+10,28650
7794640172854,CENTRUM SILVER COMP X30,3126.46
7896015527433,PARODONTAX DENT FLUOR X 50G,855
7896009419270,SENSODYNE DENT MULTIPROT X 50,489.72
7794640172410,SENSODYNE DENT PROESM JUNX100,910
7896015591786,SENSODYNE DENT SENS/ENCI X100,1335
3499320004541,CETAPHIL HIDRAT FAC 50X 50ML,9890
763511009817,DKNY BE DELICIUS WOM EDP X 50,39365
3423473020516,DOLCE &GABB L.B PH EDTX125,44500
22548024317,{TOMMY MEN EDT VAP X 50,33870
7794428011368,ALOEBEL CORP EMUL X 200 ML,3936.85
7794428012105,BIOQUERATIN COMP X 60,9016.2
3614273203487,IDOLE INTENSE EDP X 75ML,58000
7799075001144,AVENE A-OXITIVE CONT/OJOSX 15,13643
7798095413845,AVENE APAISANTE CONT OJO X 10,7818
7799075000345,AVENE DERMABSOLU BALS NOCX 40,19117
7799075000352,AVENE DERMABSOLU SERUM X 30,19117
7799075000833,AVENE HYDRANCE LEGERE UV X 40,12251
7798095410417,AVENE HYDRANCE RICHE X 40,11185
7798095419991,AVENE SOL 30 AQUA FLUI TSX 50,5885
7799075000048,AVENE SOL 50 CLEANANCE X 50,7615
7799075000819,AVENE SOL 50 FLUIDO SPORTX100,6776
7798095415290,AVENE SOL 50 LECHE X100,6014
4005800185090,EUCERIN AQUAPORIN C/OJ HIDX15,7736
4005900650412,EUCERIN HYAL FILER+ELAST X 15,16086.95
4005900714381,EUCERIN PH 5 CR X 75ML,7043.41
4005808122684,EUCERIN Q10 ACTIVE C/OJOSX 15,9364
4005808551460,EUCERIN Q10 ACTIVE DIA X 50,12679.59
4005800287855,EUCERIN UREA 10% REPAIR PX150,10009.12
4005800024481,EUCERIN UREA 5% LOC HID X250,9621.92
7795513227008,MARCHAND DAR EDP MGILLES X110,6550
7791600985011,AKIABARA BLACK NEROLI EDP 85,3990
7791600742256,COLBERT.SPACE EDT VAP X 60,3190
7791600070069,CRANDALL COL X 95,2580
7791600596354,KEVIN ABSOLUTE EDT VAP X100,7120
7791600512149,KEVIN METAL EDT C/VAP X100,7120
7791600186050,PALOMA HERRERA PASSION EDP100,8490
79656529296,BANANA BOAT KIDS SPORT CSX170,3730
7791001007831,BIFERDIL BALS NUTRI VITE X800,3068
7791001011579,BIFERDIL LOC BIOX FORTALEX100,5238
7791001000184,BIFERDIL MOUSSE ESPUMA AEX240,2627
7791001010442,BIFERDIL SH 1007 GEL X800,3351
7791001007824,BIFERDIL SH NUTRI VIT.E X800,3068
7791001005820,BIFERDIL SH ULTRA BRILLO X255,2804
7792175001151,PLAC OUT NF COLU X 500 CC,4866.12
7790375269722,BAGOVIT A CAP ACON COL RAX350,1397.84
7790375269739,BAGOVIT A CAP ACON NUTRI X350,1397.84
7790375269753,BAGOVIT A CAP ACON REP INX350,1397.84
7790375269661,BAGOVIT A CAP SH BR.SUBX350,1397.84
7790375269678,BAGOVIT A CAP SH COL RAX350,1397.84
7790375269685,BAGOVIT A CAP SH NUTRI X350,1397.84
7790375269692,BAGOVIT A CAP SH P.L X350,1397.84
7790375269296,BAGOVIT A EMULS E SP CONX170,2819.89
7790375269326,BAGOVIT A SERUM ANTIEST X75ML,3511.18
7790375269784,BAGOVIT CAP PL L Y S/FCRP 200,1467.83
7790375268213,BAGOVIT FAC PRO BIO NOCHE X50,5623.89
7790375268855,BAGOVIT FAC PRO ESTR DIA X 55,7333.01
7790375003449,BAGOVIT SOLAR ACEI 15/7SPX200,4303.07
7790375268831,BAGOVIT SOLAR F30 SP CONTX170,4584.24
7790375268473,BAGOVIT SOLAR F45 FAC COL X50,3757.4
7793742002922,DERMAGLOS F HID F20 PN EMX 70,5462.64
7793742007583,DERMAGLOS F LIMP PMG GEL X150,3094.2
7793742108518,DERMAGLOS F ULT HIDRAT.GEL 50,5520.96
7793742007996,DERMAGLOS PIEL DEL DIABETX100,4381.56
8710428011497,ENSURE ADVANCE FRUT BOTX220ML,1386.38
7501033961632,PEDIALYTE SOL X 500 ML UVA,1420.83
3614273069533,YVES SL LIBRE INT EDP X 30,41475
7798028883134,SILFAB FRAZADA TERMICA BEIGE,35600
4715139610100,SILFAB NEBU MINI MI/PERRITO,34390
7798028883134,SILFAB FRAZADA TERMICA BEIGE,40940
4715139610100,SILFAB NEBU MINI MI/PERRITO,39550
7791914001957,CORONET OXIMETRO DE PUL POD-2,6801.49
8433982020568,BENETTON COL MAN BLACK INT 60,8980
8433982016493,BENETTON TOG HER HER X 80,12970
8411061784280,KING OF SEDUCT EDTV X 50,8490
8411061999264,THE ICON RE22 EDP X 50,10520
8411061701041,THE SECRET EDTV X 50,8490
8411061974759,212 HEROES EDT X 50,37725
8411061996539,212 HEROES FOR HER EDP X 30,34900
8411061994702,212 HEROES FOR HER EDP X 50,45330
8411061023655,212 HEROES MAN EDT X150,62350
8411061341803,212 MEN EDT VAP X 30,30050
8411061558423,212 SEXY EDT VAP X 30,27700
8411061002865,CH BAD BOY LE PARFUM EDP 150,77950
3349668592388,INVICTUS VICTORY EDP X200,79600
3349668588749,INVICTUS VICTORY EDP X 50,47255
3349668600304,ONE MILLION ELIX 22 INTE X100,58140
3349668562701,ONE MILLION LUCKY EDT X 50ML,41070
3349668582365,PACO RABANNE PHANTOM EDT X 50,42690
3349668555123,XS BLACK EXCES EDP VAP X 30,30575
3349668555093,XS BLACK EXCES EDP VAP X 50,39140
3349668573820,XS PURE EDT X150,41750
3433422404533,LIPIKAR PAIN SURGRAS X150G,6565
3337872413711,REDERMIC HYALU C PS X 40ML,22490
3337875632652,RESPECTISSIME MASC DENS NE4.5,22070
726367920217,NATURAL CANDY ALM&SEM X100,800
726367920231,NATURAL CANDY GRA/GLUSTERS,800
729105210090,MIZU CR ARTRO FLEX RECOV X255,8650
729105210199,MIZU CR COLAG BEAU/NEUT PT250,7500
3348901181839,DIOR ADDICT EDP VAP X100,60100
3348901419147,DIOR HOMME EDT VAP NVO X100,50295
3348901544092,DIOR HOMME EDT VAP NVO X150,64400
3348901419130,DIOR HOMME EDT VAP NVO X 50,39145
3348901001120,DIOR HOMME INTENSE EDPV X150,75700
3348900838178,DIOR HOMME INTENSE EDPV X 50,41800
3274872400726,GIVENCHY IRRESISTIB EDP X 50,45125
3348900417892,JADORE EDP VAP X 30,36300
3348900417885,JADORE EDP VAP X 50,48575
3348901571432,MISS DIOR NEW EDP X 30,36810
7790387000290,TARAGUI TE BOLDO X 10 SOB,200
7790387000283,TARAGUI TE MANZANILLA X 10 SOB,200
8411114057187,PEPE JEANS FOR HER EDP X 80,27400
679602186124,POLICE GOODVIBES F HER EDP125,21280
679602181211,POLICE GOODVIBES F HIM EDT125,21280
8429420164406,ISDINCEUTICS HYALUR AMP X 5,7400
8470001769169,ISDINCEUTICS MELACLEAR X 15,21350
8470001880154,ISDIN SOL MICELAR X100,4000
7896015519223,SENSODYNE DENT BLAN E/FREX 50,660
7798034743118,BUCAL TAC CEP CLASSIC 3,960
7798034748564,BUCAL TAC CEP DENT ORTODONCIA,1215
7798158482474,BUCAL TAC CERA ORTODO S/SBX6,970
7502236152476,DEKKIN AURIC VINCHA OR.GA CEL,12990
7502236151899,DEKKIN AURIC VINCHA OR.GA R/V,12990
7798034749257,MINAMINT DES BUC FRESHM SPRAY,1120
7798034749240,MINAMINT DES BUC SPEARM SPRAY,1120
7790813130126,LEVADURA.VIRGEN CERV PVO X200,1082.97
7791984999918,METABOLIC CLA CAPS BLANDASX28,3714.17
3499320008341,CETAPHIL BARRA LIMP PROFX127G,3890
3499320004473,CETAPHIL DERMOC HD F30X 118ML,9890
7794428312458,ALOEBEL UREA 10% EMUL X 200G,5962.04
7794428300189,SOLENIL +60 FAC CR X50G,4450.87
7794428011863,SOLENIL 65 CR X 150,3985.29
3614273476164,IDOLE AURA EDP X100,58000
3614273069175,IDOLE EDP X 100 ML E.LIM,55660
3614272639638,IDOLE EDP X 25ML,33440
3614272629370,IDOLE EDP X 50ML,48900
3614273203470,IDOLE INTENSE EDP X 50ML,48900
3614273357197,LA VIE EST BELLE EA SO CX100,42999
7799075001632,AVENE CLEANAN SOLAR TENI50 NU,7479
7799075000208,AVENE CR TRIXERA PAN X100G,4207
7798095418383,AVENE PHYSIOLIFT CR X 30,16448
7798095419908,AVENE PHYSIOLIFT SERUM X 30,14741
7798095415306,AVENE SOL POST REPARADOR X200,7156
7798122341547,VIASEK GEL VAG SOBRE 2ML X 12,1680
4005800268731,EUCERIN AQUAPHOR REP LAB SOS,5679.74
7501054550037,EUCERIN AQUAPHOR REP SPR X150,10766.58
4005800223136,EUCERIN AQUAPHOR UN REPA X 50,8021.09
4005800128646,EUCERIN AQUAPORIN PIEL SECX50,10754.48
4005900838841,EUCERIN CR A/MANCHAS FP30X 75,8523.24
4005800079948,EUCERIN DA CONTROL CREMAX 40,6045.16
4005800270543,EUCERIN DERM CL DEMQ BIFX125,7637.52
4005800270475,EUCERIN DERM CL ESP MCEL X150,7452.39
4005808583805,EUCERIN DERM CL LIMP 3E1 X200,6790.52
4005800270468,EUCERIN DERM CL LOC 3E1 X400,9931.68
4005900728807,EUCERIN HF+ELASTI CRE D FPS30,18027.79
4005800126550,EUCERIN SOL 30 T/SECO SPRX200,8826.95
4005800264245,EUCERIN SPR CALM ATOPICONX 50,7094.23
4005800024139,EUCERIN UREA 10% INT REP X250,9621.92
4005900490490,EUCERIN VOL FILLER OJOS X 15,16086.95
7796285289348,EVAGINA ESPUMA X 240 ML,2458.78
7790808035160,ASPEN NEB ULTRA 405A MINI 12V,
7795513247891,MARCHAND DAR BOD LOC BER&ORQ,2780
7795513226728,MARCHAND DAR BOD LOC CAS&ALM,2780
7795513226711,MARCHAND DAR BOD LOC VER&LIM,2780
7795513247884,MARCHAND DAR CR MAN BERG&ORQU,1850
7798120265814,CAVIAHUE CR EXF HOMBRE X100G,3900
7798120265562,CAVIAHUE ESPU LIMP FAC X150ML,4300
7791600092535,CARO CUORE AMORE EDTV X 90,7030
7791600667368,CIEL CRYSTAL NESSESAIRE BOLSI,4150
7791600032029,CIEL D'ETE EDT VAP X 50,3290
7791600154035,CIEL NOIR EDT VAP X 50,4400
7791600154141,CIEL NOIR EDT VAP X 80,5030
7791600064235,CIEL NUIT EDP VAP X 80,3870
7791600582012,COLBERT.CODE BOLD EDT VAPX100,5490
7791600596248,KEVIN ABSOLUTE EDT VAP X 60,5880
7791600186166,PALOMA HERRERA PASSION EDP 60,6890
7791600311025,PAULA ALEGRIA EDT VAP X 60,6075
7791600843038,PAULA ALMA EDT VAP X 60,5870
7791600041830,PAULA AMOR EDT VAP X 60,6075
7791600059033,PAULA LUZ EDT VAP X 60,6075
614143222115,BIU EXPRESS CR HUMECTANT X 50,5350
614143222108,BIU EXPRESS CR REGENERAT X 50,3875
614143222092,BIU EXPRESS HYALURON GEL X 30,6300
7794207000798,MIDERMUS CELULIT CONT X 400ML,2607
7794207084101,MIDERMUS CR DE ORDEÑE X 70GR,908
7791001003697,BIFERDIL BALS ALOE VERA X400,2290
7791001003581,BIFERDIL BALS BIFERMIX X400,2503
7791001004465,BIFERDIL BALS CERAMIDAS X400,2793
7791001007817,BIFERDIL BALS ESPECI VIT X800,2876
7791001004182,BIFERDIL BALS HIDRAT INT X400,3114
7791001009163,BIFERDIL BALS LIB GLUTEN X180,2237
7791001008975,BIFERDIL BALS SELLADOR BIX400,2745
7791001002836,BIFERDIL COLOR MASC CAST OSCU,2128
7791001002751,BIFERDIL COLOR MASC RUBIO,2128
7791001008852,BIFERDIL CR PEI TR/ALISA X155,2995
7791001011791,BIFERDIL PROTEC TERMIC ATO250,2501
7791001007800,BIFERDIL SH 1053 SUP ESP X800,3086
7791001001563,BIFERDIL SH ANTIOXIDANTE X400,4899
7791001005349,BIFERDIL SH ANTIQUIEBRE X250,3152
7791001009859,BIFERDIL SH CAFEINA X295,2187
7791001004441,BIFERDIL SH CERAMIDAS X400,3317
7791001010794,BIFERDIL SH CERV Y MIEL X250,2072
7791001004175,BIFERDIL SH HIDRAT INT X400,3123
7791001004069,BIFERDIL SH MANZ VERDE X400,2190
7791001004304,BIFERDIL SH T/LIBR A/CLO X250,2075
7792175010481,PERPIEL AE EFECT REJ EMX400G,4552.04
7792175001090,PLAC OUT NF COLU X 200 CC,2384.01
7891962027388,BAUDUCCO PANETTONE FRUTAS X400G,900
7790375269715,BAGOVIT A CAP ACON BR SUBX350,1397.84
7790375269746,BAGOVIT A CAP ACON P.L X350,1397.84
7790375269760,BAGOVIT A CAP TRAT NUTRI X300,1467.83
7790375269777,BAGOVIT A CAP TRAT REP INX300,1467.83
7790375268787,BAGOVIT A CLASS CR X 50 G,2208.55
7790375267797,BAGOVIT A EMUL REAFIRMA X200G,2041.56
7790375001292,BAGOVIT A EMULS X 120 G,2523.69
7790375000134,BAGOVIT A EMULS X 200 G,3366.3
7790375269227,BAGOVIT A GEL CICATRIC.X 25ML,2858.73
7790375268794,BAGOVIT A LIGHT CR X 50 G,2333.51
7790375268862,BAGOVIT FAC PRO ESTR NOCHX 55,7420.77
7790375003456,BAGOVIT SOLAR F20 EM SPR X200,2375.53
7790375268411,{BAGOVIT SOLAR F30 FCARE EX200,3965.53
7790375268848,BAGOVIT SOLAR F40 SP CONTX170,5107.35
7798102150671,VALDEZ LILA/NARCISO EDT X100,7950
7798102150701,VALDEZ NARANJ/VAINI EDT X100,7950
7793742005534,AVENO PIEL NORM/SENS CR X 50G,6822.36
7793742004100,BUSHI CR CALENDULA POMO X100G,3169.8
7793742004018,BUSHI CR CALENDULA POMO X 50G,2257.2
7793742007316,DERMAGLOS C AUTOBRONC X 150GR,3350.16
7793742007361,DERMAGLOS C HID + PROT 20X150,4020.84
7793742007439,DERMAGLOS F AGUA MICELAR X400,3530.52
7793742007958,DERMAGLOS F BB CREAM CLARX50G,5212.08
7793742007644,DERMAGLOS F NUT PS CR X 50,5759.64
7793742108587,DERMAGLOS F ULT EST DIA CR50,8103.24
7793742008597,DERMAGLOS F ULT EST NOCH CR50,8447.76
7793742008542,DERMAGLOS F ULT FIR NOCH CR50,8447.76
7793742208508,DERMAGLOS F ULT HI CONT GEL15,4690.44
7793742008573,DERMAGLOS F ULT VOL NOCH CR50,8447.76
7798028884421,SILFAB PLANCHA PELO ANTIFRIZZ,9690
7798028884414,SILFAB PLANCHA PELO BIFUNCT,10090
7798028880768,SILFAB TEN ANEROIDE C/EST,6790
7798028884421,SILFAB PLANCHA PELO ANTIFRIZZ,11150
7798028884414,SILFAB PLANCHA PELO BIFUNCT,11600
7798028880768,SILFAB TEN ANEROIDE C/EST,7810
8411061991909,CH BAD BOY LE PARFUM EDP X 50,45530
3349668021543,{PACO RABANNE HOM EDTV X 50,24000
3349668573844,XS PURE NIGHT EDTV X100,43850
732535898714,NATURAL CANDY GRAN ALM/ARX100,800
